service,description,homepage,protocols,auth_mode,auth_required,api_key_needed,prompt_policy,skills_using_count,skills_using,skill_paths
couchdb,Apache CouchDB database server,https://couchdb.apache.org/,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b06-partition-radio-testing-data,skills/generated/shards/nexus-06/b06-partition-radio-testing-data/SKILL.md
countdown,Terminal countdown timer,https://github.com/antonmedv/countdown,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-network-proxy-cache-sandbox,skills/generated/shards/nexus-10/b10-network-proxy-cache-sandbox/SKILL.md
cowsay,Apjanke's fork of the classic cowsay project,https://cowsay.diamonds,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
cp2k,Quantum chemistry and solid state physics software package,https://www.cp2k.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
cpdf,PDF Command-line Tools,https://github.com/johnwhitington/cpdf-source,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
cpio,Copies files into or out of a cpio or tar archive,https://www.gnu.org/software/cpio/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-parallel-qt-supabase-database,skills/generated/shards/nexus-09/b09-parallel-qt-supabase-database/SKILL.md
cpm,Fast CPAN module installer,https://metacpan.org/pod/cpm,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-terminal-java-media-forensics,skills/generated/shards/nexus-10/b10-terminal-java-media-forensics/SKILL.md
cpp-httplib,C++ header-only HTTP/HTTPS server and client library,https://github.com/yhirose/cpp-httplib,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-fuzzing-terminal-timeseries-langservers,skills/generated/shards/nexus-06/b06-fuzzing-terminal-timeseries-langservers/SKILL.md
cppcheck,Static analysis of C and C++ code,https://sourceforge.net/projects/cppcheck/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,c-cpp-systems-and-build,skills/generated/shards/nexus-02/c-cpp-systems-and-build/SKILL.md
cppi,Indent C preprocessor directives to reflect their nesting,https://www.gnu.org/software/cppi/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-k8s-proxy-crypto-dotfiles,skills/generated/shards/nexus-10/b10-k8s-proxy-crypto-dotfiles/SKILL.md
cpplint,Static code checker for C++,https://pypi.org/project/cpplint/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
cppman,C++ 98/11/14/17/20 manual pages from cplusplus.com and cppreference.com,https://github.com/aitjcize/cppman,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
cpprestsdk,C++ libraries for cloud-based client-server communication,https://github.com/microsoft/cpprestsdk,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-ci-build-firmware-media-ops,skills/generated/shards/nexus-06/b06-ci-build-firmware-media-ops/SKILL.md
cpputest,C /C++ based unit xUnit test framework,https://cpputest.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-remote-runtime-infra,skills/generated/shards/nexus-07/b07-remote-runtime-infra/SKILL.md
cppzmq,Header-only C++ binding for libzmq,https://www.zeromq.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
cpr,"C++ Requests, a spiritual port of Python Requests",https://docs.libcpr.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-parallel-qt-supabase-database,skills/generated/shards/nexus-09/b09-parallel-qt-supabase-database/SKILL.md
cpufetch,CPU architecture fetching tool,https://github.com/Dr-Noob/cpufetch,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-recon-data-k8s-workflows,skills/generated/shards/nexus-06/b06-recon-data-k8s-workflows/SKILL.md
cpuid,CPU feature identification for Go,https://github.com/klauspost/cpuid,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-systems-build-automation-lint,skills/generated/shards/nexus-09/b09-systems-build-automation-lint/SKILL.md
cql,Decentralized SQL database with blockchain features,https://covenantsql.io,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b10-runtime-security-dataops,skills/generated/shards/nexus-10/b10-runtime-security-dataops/SKILL.md
crane,Tool for interacting with remote images and registries,https://github.com/google/go-containerregistry,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
create-dmg,Shell script to build fancy DMGs,https://github.com/create-dmg/create-dmg,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,media-graphics-and-document-tools,skills/generated/shards/nexus-02/media-graphics-and-document-tools/SKILL.md
credstash,Little utility for managing credentials in the cloud,https://github.com/fugue/credstash,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-ml-voip-docs-data,skills/generated/shards/nexus-09/b09-ml-voip-docs-data/SKILL.md
cri-tools,CLI and validation tools for Kubelet Container Runtime Interface (CRI),https://github.com/kubernetes-sigs/cri-tools,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-ai-container-geo-cli,skills/generated/shards/nexus-07/b07-ai-container-geo-cli/SKILL.md
criterion,Cross-platform C and C++ unit testing framework for the 21st century,https://github.com/Snaipe/Criterion,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-systems-cache-networking,skills/generated/shards/nexus-08/b08-systems-cache-networking/SKILL.md
crosstool-ng,Tool for building toolchains,https://crosstool-ng.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-credentials-openapi-python-build-tools,skills/generated/shards/nexus-06/b06-credentials-openapi-python-build-tools/SKILL.md
crow,Fast and Easy to use microframework for the web,https://crowcpp.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-download-db-messaging-sec,skills/generated/shards/nexus-10/b10-download-db-messaging-sec/SKILL.md
crowdin,Command-line tool that allows to manage your resources with crowdin.com,https://support.crowdin.com/cli-tool/,"JSON-RPC/WebSocket, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b04-system-observability-hardware,skills/generated/shards/nexus-04/b04-system-observability-hardware/SKILL.md
cruft,Utility that creates projects from templates and maintains the cruft afterwards,https://cruft.github.io/cruft/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
crun,Fast and lightweight fully featured OCI runtime and C library,https://github.com/containers/crun,"Local library API/ABI, CLI/stdin-stdout",Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
crunch,Wordlist generator,https://sourceforge.net/projects/crunch-wordlist/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-config-template-security,skills/generated/shards/nexus-07/b07-config-template-security/SKILL.md
cryptominisat,Advanced SAT solver,https://www.msoos.org/cryptominisat5/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-java-graphql-monitoring,skills/generated/shards/nexus-10/b10-java-graphql-monitoring/SKILL.md
cryptopp,Free C++ class library of cryptographic schemes,https://cryptopp.com/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
crystalline,Language Server Protocol implementation for Crystal,https://github.com/elbywan/crystalline,"JSON-RPC/WebSocket, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-productivity-backup-hardware,skills/generated/shards/nexus-08/b08-productivity-backup-hardware/SKILL.md
cscope,Tool for browsing source code,https://cscope.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-system-analysis-netsec,skills/generated/shards/nexus-07/b07-system-analysis-netsec/SKILL.md
csound,Sound and music computing system,https://csound.com,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-security-api-streaming-ml,skills/generated/shards/nexus-06/b06-security-api-streaming-ml/SKILL.md
csshx,Cluster ssh tool for Terminal.app,https://github.com/brockgr/csshx,"SSH, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b07-profiling-build-dns,skills/generated/shards/nexus-07/b07-profiling-build-dns/SKILL.md
csview,High performance csv viewer for cli,https://github.com/wfxr/csview,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-benchmark-messaging-containers-crypto,skills/generated/shards/nexus-09/b09-benchmark-messaging-containers-crypto/SKILL.md
csvkit,Suite of command-line tools for converting to and working with CSV,https://csvkit.readthedocs.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,files-compression-and-os-utils,skills/generated/shards/nexus-02/files-compression-and-os-utils/SKILL.md
csvlens,Command-line csv viewer,https://github.com/YS-L/csvlens,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
csvq,SQL-like query language for csv,https://mithrandie.github.io/csvq,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b09-vmware-security-graphics-automation,skills/generated/shards/nexus-09/b09-vmware-security-graphics-automation/SKILL.md
csvtk,"Cross-platform, efficient and practical CSV/TSV toolkit in Golang",https://bioinf.shenwei.me/csvtk,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-security-monitoring-devtools,skills/generated/shards/nexus-07/b07-security-monitoring-devtools/SKILL.md
ctags,Reimplementation of ctags(1),https://ctags.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
ctlptl,Making local Kubernetes clusters fun and easy to set up,https://github.com/tilt-dev/ctlptl,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
cuetools,Utilities for .cue and .toc files,https://github.com/svend/cuetools,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-platform-build-geo-sdr,skills/generated/shards/nexus-10/b10-platform-build-geo-sdr/SKILL.md
curlie,"Power of curl, ease of use of httpie",https://rs.github.io/curlie/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
cvs,Version control system,https://www.nongnu.org/cvs/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-fuzzing-terminal-timeseries-langservers,skills/generated/shards/nexus-06/b06-fuzzing-terminal-timeseries-langservers/SKILL.md
cyclonedx-python,Creates CycloneDX Software Bill of Materials (SBOM) from Python projects,https://cyclonedx.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-quality-media-supplychain,skills/generated/shards/nexus-10/b10-quality-media-supplychain/SKILL.md
